question_unique_id	answer_json			
856f2835b37149d5b207e6c21d844027	[["一个人做错了事，只要肯接受意见，认真改正，就不算晚"]]			
4e058fa62f8f4bda812993b133850815	[["因为妻子偷偷地在酒里掺了水，多卖了五元钱，所以她很得意。"]]			
275738927ec2426981999685cc950283	[["他们的生意不如以前红火了，最后彻底破产。"]]			
dc9fe9aeec7e4a1ab7cf8d9b91a27961	[["诚信才是我们最值钱的东西。"]]			
7c12070804e64982a9876c87be18baff	[["狮子装病，野兽到洞里探望它时，狮子趁机吃掉它们。"]]			
bdd2f07d60fa440c8d8169577f36aee6	[["狐狸看见进洞的脚印有很多，出洞的脚印却没有，狐狸据此推断狮子把进洞探望它的野兽都吃掉了。狐狸如果进去探望狮子，一定也会被狮子吃掉，所以狐狸不进洞探望狮子。"]]			
ae24c6b9100f42b88ffdb7d602690abc	[["我认为这是一只善于观察、聪明机灵的狐狸。"]]			
2a6ceeac4a4b4e89a1ba3472368236df	[["因为小猫怕弄脏了漂亮的花裙子，所以没有帮小鸭取树上的帽子。"]]			
82149e2a0da54f87996493ac7360ccfe	[["因为小鸭的帽子被风吹到了小树上，小鸭自己上不了树，小猫不愿帮她取，所以小鸭只能无可奈何地跟着走了。"]]			
2a0e740e82024ae796462d2b8d0b783c	[["帮小猫把帽子追回来了"]]			
e9a2397e67e34331b789e25305fa467d	[["我喜欢故事中的小鸭。因为小鸭很善良，她热心地帮助小猫追回了帽子。"]]			
32e68fe88cca40cda2fe13ee485747ce	[["一路上，他仰起头，挺着胸，翻着浪花顺流而下。"]]			
972629fc14bb4620bd96d1e120770aba	[["大海的辽阔，无边无际"]]			
9faa4cc839e04e4fa35645602863179f	[["小河佩服大海虽然那么大，但是很谦虚，不骄傲，并且把自己的「大」归功于无数江河。"]]			
e2168683b29243b0a863b24929533779	[["凡事不要骄傲，要谦虚。人外有人，山外有山，比自己厉害的人有很多。"]]			
0710cf62ca6c4f9ea0e956d6e312fdcb	[["因为车胤看到不远处有萤火虫，他想到用萤火虫做成一盏小灯来照明读书的主意。"]]			
07db17cd8cd24205a9b1be50f18eb40e	[["车胤发现可以把萤火虫放在白布口袋里当作小灯照明读书这件事以后"], ["装着许多萤火虫的白布口袋"]]			
ece7c368007f496c9610e65ecc1cb0c9	[["他是一个懂事、爱读书、爱动脑筋、不怕困难、勤奋好学的人。"]]			
fd36a55f7b644781b5b628ffffe5462f	[["我们现在生活条件优越了，更应该刻苦学习，并且要有坚持不懈、持之以恒的精神。"]]			
5f5f53c4b9c448a48f6bff29b86d154a	[["一只狼正在追一只小羊，眼看就要追上了，情况很危急"]]			
1b37516124e84810959bfa81b3b886ec	[["第三个猎人","第三位猎人"]]			
0d3fc558a50d435e9d2992c5e5dacdf6	[["前两个猎人想救小羊是好的，但他们没有及时采取行动，这样根本救不了小羊。"]]			
26aeb1287bae4600b5885738c553f339	[["遇到事情，不要一直做无谓的争论，及时采取恰当的行动才是最重要的。"]]			
e6479c40d0284f47bb385303c403568c	[["那些不知变通，或抱着侥幸心理妄想不劳而获的人"]]			
052a69dd8eb044dd81f7f622ac3b09c7	[["尺有所短，寸有所长，不能因为自己的长处而去忽略短处，也不能因为自己的短处就否定了长处"]]			
2849e7690fae4c359c2c8c970f3cb92e	[["虚情假意的样子。文中指敌人为了让杨开慧与毛泽东脱离夫妻关系，对她虚情假意。"]]			
674f601d50d44e43a115feb9142af783	[["敌人想在杨开慧身上得到线索，把她打得鲜血直流，但她毫不动摇。"]]			
79bbf2118fa841898315b1e34ad44651	[["不能。因为加上了「才」强调了杨开慧牺牲时还很年轻，体现了她的伟大和敌人的凶残。如果去掉「才」则没有词表达效果。"]]			
e4685b3a226b4eadbaea0978cda391a0	[["杨开慧是一个伟大的革命者，她爱国，敢于和敌人做斗争，意志力坚定，不怕牺牲。"]]			
35848e30ddd349bfafe20602b807da0e	[["守门员在扑球时损伤了膝盖，在球门前不能动弹，球传到了潜伏在禁区的西汉姆联对球员迪卡尼奥的脚下。"]]			
470c71d309b64f68be9bf31ced9899da	[["写出了掌声的响亮和持续不断。"]]			
36c6e40509844c8e97a248b72eed710f	[["解释说明"]]			
a811989933f748d4a90e2a00b4d9eff5	[["因为埃弗顿队的守门员扭伤了膝盖，西汉姆联队的球员迪卡尼奥没有趁人之危把球打进埃弗顿队的大门，人们用掌声来表示对迪卡尼奥所体现出来的崇高的体育精神的赞美。"]]			
e6d2aba31b3b4c188a62deda8384ae9b	[["表示话未说完"]]			
9a3df2c2865a4df18210469e2f8dff7f	[["蛮横、没有礼貌、不讲道理"]]			
2885964445c0496a80debc7acaaf1470	[["在任何地方都要讲文明，懂礼貌，只顾自己的利益到头来吃亏的还是自己。"]]			
19180203eb5348dc85b7a2ff5ef623f7	[["可以看出「我」是一个善良、热心、乐于助人的人。"]]			
0cb0fb7878bb43c089333430e7aaddeb	[["因为「我」认为花是「我」帮助过的人送的，这让「我」觉得是他们在感谢「我」，这种感谢让「我」感受到了人与人之间充满关爱，非常美好和幸福。"]]			
a56f1e995b2646f7940c7ad1e058f50d	[["栀子花是妈妈送的，体现了妈妈无私、默默无闻的爱"]]			
fd638c4bcde64a3b9577cf8eed00f3a1	[["不通过自己的劳动就获得。文中指「我」偷邻居家的玉米，占有邻居的劳动成果。"]]			
833a1e44d79744cf9067324006d9c523	[["指「我」第一次品尝着自己辛勤劳动得来的玉米，觉得格外香甜之后。"]]			
a8cdeddb77e14d53bbe8b6ac24d4d054	[["表示内容省略"],["表示解释说明"]]			
2a04d70af8314c60b12a6be5b744b6a7	[["「苦楚」指痛苦、苦难的意思，文中指「我」偷吃玉米被叫作小偷，心里很痛苦。这句话可理解为「我」要改过自新，不再偷东西，想要靠自己的劳动得到幸福。"]]			
107be69e8eea465b809d46c4e945b135	[["玉米的味道香甜"],["物质财富和精神财富双丰收的香甜"]]			
6603d82359294c89b60a383e2f1790c4	[["因气恼和羞愧而发怒。文中指敌军官因父子俩轻蔑的目光而又恼又羞，大发脾气。"]]			
cbba9e1f8d6d4970947d9369629601aa	[["神态描写。生动形象地写出了爸爸顽强不屈、不怕牺牲的精神。"]]			
91ed2b48b78644cfaebbb99292339f3d	[["小男孩对爸爸深深的爱。"]]			
c2b0585d1126415db771aa4bc4c017b9	[["因为小男孩想要继承爸爸的遗志，传承爸爸的精神，走爸爸的革命道路。"]]			
22c36f6d23f94a5db72d56dfb10e4325	[["因为雨花石上面有烈士的鲜血，它代表革命先烈宁死不屈的顽强精神，玲玲爱雨花石，实际是敬爱革命先烈。"]]			
472d746029d44d0ea3bef1624251ff62	[["精神、力气消耗已尽，形容极度疲劳。文中指马儿非常疲劳。"]]			
b0380678dced470b880fc40411dd479e	[["「巧计」指蜗牛找来了他的家庭成员帮忙，赛道上每隔一百步就藏了一只蜗牛。"]]			
cb97768eedde4ea99799941d8acdd607	[["这个小故事告诉我们做任何事情都不要骄傲，不要看不起比自己弱小的人；要善于开动脑筋，这样才能解决问题。"]]			
1b9032cf438e4bb2986cb896ce0f7b7e	[["指担心害怕的意思，文中指小伙子怪异的行为让「我」感到害怕。"]]			
5634470960414ba3aef6d0d2a3fe7661	[["彼此一向不认识。文中指「我」和小伙子相互不认识。"]]			
2e6541041317435ea988cbcd0fb25141	[["属于心理描写。突出了「我」的害怕心理，为下文情节的反转做铺垫。"]]			
57e119fbe3964d59a80f89663bf0f365	[["因为他是一位盲人，雾天和晴天他都无法用眼睛辩路，他在用心辩路，路在他心中。"]]			
d68eead4ba5045548c497f9991662ebb	[["实际上指生活道路上遇到的种种困难。"]]			
23291a6b7af0406bbb42d5ec7477bf68	[["小伙子传递给我的积极乐观、勇于面对困难和挑战困难的精神。"]]			
b288c8a92b4b4889b4a74c1e54096be8	[["表示内容的省略。"]]			
6e9190a70c794e2fafae22b598a8bf8d	[["林肯觉得父亲做鞋子的手艺比自己高超，在他心目中父亲永远是最伟大的，这也侧面表明父亲对林肯成长的重要影响。"]]			
2520ed94a7c7470abde1044ffde7997a	[["参议员们在赞叹林肯面对羞辱时的宽容和博大的胸怀，以及他对父亲的尊重与爱戴。"]]			
23bbb768acd2489e9c524ee0174d2b03	[["我们不应该因为自己的家庭条件或其他方面不如别人而自卑，而应当把它当作自己奋发向上的动力。面对别人的嘲弄，我们应该不回避、不退缩，勇敢地去面对。"]]			
170818e7577146c08ccc107d31e7884d	[["把孩子的脸比作熟透的西红柿，生动形象地写出了孩子红润的脸色。"]]			
5f2171c7dc3d463daab0badb504159af	[["城里的孩子"],["山里的孩子"]]			
5d584c93c8a54334a578907cc1efc88b	[["运用了外貌描写的方法。"]]			
78e84870e6de45fb97d1a33e76923c95	[["因为「小铁球」讲的都是「我」儿子觉得新鲜、有趣、不了解的东西。"]]			
086ec9fbd46044ba8719ff2c11b6ef1c	[["「小松树」和「豆芽」分别暗指「小铁球」和儿子。山里的孩子虽然生活条件艰苦，但身体强壮，适应性强。城里的孩子虽然生活优越，但身体虚弱，适应性差。对比之下，让「我」反思，给孩子优越的生活是好还是坏，引起「我」的思考，所以「我」的眼前老是闪动着这两种植物。"]]			
c8a84a8869b74fb692d67b3a4f265fda	[["因为这位年轻人的父亲病重，他需要回家照顾父亲，所以选择成为一名清洁工。"]]			
f0a621ac1c7a4694890228c04cfd8730	[["意在表现清洁工爱岗敬业的精神和乐观平和的职业心态。通过对清洁工工作行为的描写，使得清洁工美好的心灵和崇高的职业道德在读者面前展现的淋漓尽致。"]]			
9dae0031831d42ec99d976b2689d0991	[["因为清洁工认真快乐地做好本职工作，怀着一颗感激的心乐观地对待生活，言行优雅、自信、有礼，并希望得到别人的尊重与肯定，他有的只是快乐，拥有一颗对工作无比赤诚的心，这是一个劳动者用行动将「劳动」演绎得如此尊贵的表现。"]]			
c25036b195504ebaa8654bdd7ed4de46	[["一个人无论身份多么卑微，从事着多么脏、苦、累的工作，都不要因此妄自菲薄、看轻自己，在面对逆境时要保持乐观向上的心态，克服困难，积极进取。"]]			
5729475221914a0b8c37871ce8075eb6	[["不能。「总是」是一直如此的意思。说明每次遇到风雪天，母亲都会挺直了身体为「我」挡住风寒，更能体现出母亲对「我」的爱。删掉「总是」后没有强调突出的效果。"]]			
75f206d0e7234600aeaa3c79a2be8d8e	[["因为「我」以为蹬脚踏车有助于母亲纠正驼背，那样同学们就不会嘲笑「我」，叫「我」「小罗锅」了。"]]			
b360bee9a9c041df9c8c04e46e861ffb	[["母亲是一个勤劳、爱护子女的人。"]]			
6a6daa44b42440678f34d406f612251b	[["本文的标题一方面给文章设置了悬念，让人带着什么是「为爱挺直」的疑问去阅读文章；另一方面也点明了「母亲因为爱护儿子而忍痛挺直了身体给儿子挡风寒」这一主题。"]]			
82a67b7e984344dbabdd7a09ffa9a286	[["在检票时，「我」本想让儿子逃票，但看到一对父子坚持实事求是地购买成人票，「我」内心受到触动，给儿子补买了一张儿童票。"]]			
f25974e377d0441c90416c6f04c56435	[["表层含义指中年人让他的儿子站直，以便实事求是地测量身高；深层含义指告诉我们做人要堂堂正正，不能弄虛作假。"]]			
014b15cfa42c4bf8b5bc66b2d71511e1	[["画线句采用了动作描写。体现出小男孩的听话和懂事。"]]			
5bc622a45aad460ca054159a44dd8ad4	[["「我」自己想逃票的行为与中年人坚持实事求是购票的行为形成鲜明对比，「我」深感内疚。"]]			
b373b1d849d640ac8a4afea49a350c99	[["原指压抑、控制。在文中指「我」控制「我」的心跳。"]]			
c0d270ba0c5e43db83becd62dd5b21c6	[["因为 「我」得知「我」的复试主要由贝克先生主持，而他是一个充满传奇色彩经历的人。"]]			
726e5dcf105a46b590af70b7029810e6	[["因为贝克先生故意认错人是想考验应聘者是否诚实。"]]			
8998b268674649208ff8e19fb074bb8d	[["神态描写。他想：这个年经人倒是诚实，我再说得逼真些，看他能否坚持住说真话。"]]			
5bf42a38c07a4356ab17c8284857a615	[["本文说明诚实是一个人最基本且最宝贵的品质，做人首先要诚实。"]]			
4164b890a0164e79921ececdf2af83b5	[["运用了比喻的修辞手法，把跛脚姑娘的脸比作花朵，生动形象地写出了她的漂亮。"]]			
67189c186d334cc7b044998a7ec4d54f	[["从这句话中可以体会到「我」非常傲慢，想要惹恼跛脚姑娘的心理。"]]			
4504f5ee76864da9acfbdc1787bb1f5c	[["一是因为「我」故意在跛脚姑娘面前走正步，惹哭了她；二是因为奶奶痛斥我欺负残疾人而打「我」，但跛脚姑娘却在「我」挨打时为「我」求情。"]]			
f7ad7e71039a4f74be4580c3747d2332	[["我说得不能伤害残疾人，对于他人的缺点或不足，不能抱有歧视和嘲笑的心理，要用宽容的心去对待他人，要与人为善。"]]			
dd2ce11c52a54df1adfd37c022d06167	[["表示声音的延长，说明儿子面对父亲多次提问己经显得不耐烦了。"]]			
9d378ad9036043bf8d5bf52e67a3bb03	[["因为当父亲读完日记后，儿子知道了25年前父亲面对自己提出的一个问题，耐心地回答了25次，而今天，面对父亲提出的同样问题，儿子才回答了4次就显得不耐烦了。所以儿子懊悔自己对父亲的不耐烦，并因此感到十分愧疚。"]]			
c5a3f9b2d19e45c9a273e1b786b120e2	[["儿子懂得了父爱是深沉的，伟大的，也懂得了自己的不耐烦伤害了父亲，是对父亲的不孝。"]]			
0cbebbeb960d4703b83de84555825746	[["小时候父母总是无条件地爱护我们，当父母老了的对候，我们也要无条件地爱护他们，对他们要有耐心。"]]			
4b95ecf701dc4cabac8aa35852c512b8	[["小的时候，我遇到作业不会做，爸爸妈妈总是耐心教导我，帮我找出正确答案。 现在爸爸妈妈年纪大了，很多新鲜事物不懂，要我帮忙时，我总觉得烦，不情愿。 通过这篇文章，我要对爸爸妈妈说声对不起，因为我的不懂事给他们带来了伤害。 我明白了亲人之间应该相互理解、关爱。我再也不任性了。"]]			
5f7960572bdc4e66b5b0af456dd59a34	[["记叙了女孩与母亲发生争吵后，在一位老婆婆的开导下，真正体会到了母爱的伟大。"]]			
b3313f9aa84c4d6cab203d04fca52e4e	[["这是一处转折，突出了女孩内心产生的强烈震撼，起强调作用。从这段话描写「女孩愣住了」开始，她已经理解母亲的爱了。"]]			
429d5d7832b54b98b5f9bbd6b4690a84	[["不能。因为「又」表示女孩第二次流泪，表现出女孩对母亲的理解和感激。删去 「又」，则不能突出女孩是第二次流泪。"]]			
722177b1b5fe4fd28dffa40a388486bb	[["运用了神态描写。表现出母亲对女儿出走后的担忧和见女儿回来后的欣喜，从而突出母亲爱女情深。"]]			
a7854a6540de4eef860c437d76292b79	[["我们在生活中常常忽略父母无微不至的关怀照顾，对这种恩情从不珍惜，反倒因为别人的一句问候或收到别人的一份小礼物而感动不已。我们应该认识到在感邀别人的时候也不忘父母的养育之恩。"]]			
c6fdad11ea884283aa499ee05621ee04	[["因为女记者提出的问题显然有些突兀和尖锐。"]]			
27ee37ddc5e04b998875f1a588c50faf	[["震动、震撼"],["鼓掌的声音像打雷一样震动全场"],["人们的心灵震颤了，表现出对霍金的敬佩，被他的言语所感动。"]]			
0aca6fdf189b4113907aaaad696e3117	[["他面对苦难时的坚强、乐观和勇气。"]]			
8fe4f7602cb3414e9798673705f810b2	[["排比，起强调作用，突出了霍金感谢苦难、热爱生活、积极乐观的人生态度。"]]			
a1eb4459b4e04a4da881252d52c7679b	[["如果谁总自以为失去的太多，总受到这个意念的折磨，谁才是最不幸的人。"]]			
3b710abbdc4d4bd284cc28571000af1c	[["我佩服霍金对生活的乐观与坚强，他热爱工作，不放弃自己的理想，我要学习他的这种精神。在今后的生活和学习中，遇到困难要保持乐观的态度，并抱有坚定的意志和无畏的勇气。"]]			
8e9875bd5aec4538a62f4d493229a094	[["虽然他们二人一起学习下棋，但后者的棋艺不如前者好。"]]			
065cd1023a274040be55c2c1c781d464	[["难道是因为他的智力不如前者好吗？"]]			
e14e45f8eb234b7b8ea34aa689287926	[["我们做任何事情都必须要专心致志，绝不可以三心二意，否则会一事无成。"]]			
33ef500224a549458a068fcef776459a	[["李白路过这条小溪，遇见一位老妇人，她正在那里磨一根铁棒。"]]			
09f054388a494d0395470fd4675cd8b0	[["李白被她的意志感动，就回去完成了学业。"]]			
9afb53b31e964136a8ccd86483dc3020	[["铁杵磨成针。本文告诉我们只要有毅力，坚持不懈，肯下苦功，事情就能成功。"]]			
2a8d755b27f24d00861b96d0b3da2e43	[["这句话表面上描写店主对蜡烛生意淡然的神态,实际上表现了店主刻意保守不卖蜡烛的秘密和舍弃自己的利益来暗助老阿婆的优秀品质。"]]			
0aff08cee7cf44bebf78f5090e9ce9e9	[["走到尾，在一个缩进去的空当里，果然有一个简陋的摊位，摆着香纸、蜡烛……我这才发现，老阿婆的腿不能动，估计是下半身瘫痪。"]]			
23120520af044af9818c20c1adfb453b	[["刻画了老阿婆心地善良、为他人着想的良好形象。"]]			
0cdd0469415f49a7944d99459a94f594	[["不卖蜡烛。"]]			
4a9436127ef9472493cd1f62ca403f94	[["「蜡烛的秘密」指石板镇几家杂货铺暗地里约定「不卖蜡烛」，以使停电后人们去买身有残疾的老阿婆的蜡烛。这个秘密反映了杂货铺店主们心地善良，富有爱心的品质。"]]			
0528b1928aaf47f6bcbb235a069bb48e	[["因为母亲误以为木槿花是药材，让廖医生白白给「我」看病，所以她责备自己「好糊涂」。"]]			
5e143c60e5204cb8bdc77b27c9df64c3	[["第一次「惊喜」指廖医生发现有了帮助「我们」的借口。第二次「惊喜」指母亲得知木槿花能卖钱支付药费，十分开心。"]]			
598017ffad594267a58cd2cd4e7c77c0	[["表达了母亲悲伤、感激和愧疚之情。"]]			
99473bf41e8444bbb106561108d82c10	[["以「洁白的木槿花」象征着廖医生善良无私、医者仁心的高尚品质，同样也象征人世间纯洁善良、关爱他人的美好情感。"]]			
c4b9448e961c4cf7a71f218e7d038911	[["太阳刚出来时清凉而略带寒意，到了中午时，热得如同把手伸到热水里去，这不是近的时候就感觉热，而远的时候就感觉凉的道理吗？"]]			
9066a9f0020f4365970f5bae496a6305	[["反问句。不赞同。学问是无穷尽的，需要不断地学习，大学问家也有不懂的时候，也需要学习。"]]			
165e398b6d934876977e7ff29a078630	[["说明了人都应该谦虚谨慎，同时也说明人都应该不断地学习。"]]			
0c96291309fa4b76b279db99e1edbb4b	[["她每天夜晚，偷偷从水缸里捞出一部分鳝鱼，把它们从后窗扔进河中。"]]			
67b9e197331c4a429266d799cd340927	[["等高怀中拆除灶台时，发现灶台下面有洞，无数条活鳝鱼在洞中，就把它们全部放回河里。"]]			
b8696d2478a646d7b40ab0fd5c9cd736	[["当我们受到别人的帮助时要懂得知恩图报，感恩别人。"]]			
f029b93e3ed54630b3a420c8f94acf3d	[["居然有人赞美她的歌声。"],["没想到当年听她唱歌的老人两耳失聪。"]]			
06fed2861e5f4949aa47b5e288d2b27c	[["因为老人怕小女孩知道他听不见后心灵再次受到伤害。"]]			
38bbbb27a49b4fc2bee5eae103051fe3	[["画线句是对老人的神态描写，表现出老人在听小女孩唱歌时专注的样子，老人之所以这样做是为了鼓励小女孩，表现了老人甘愿成就他人的美好心灵。"]]			
d8cd2aabd915475bbd842b1133219451	[["老人想通过自己的赞美来鼓励小女孩，让小女孩重拾对唱歌的勇气和信心。"]]			
fb5cd3ba892441339b7cda5cdde0ed75	[["因为老人不是用耳朵在听，而是用心在听，用爱在听。"]]			
836b160a697341839f884f1c77bd4b4a	[["这篇文章写了「我」的朋友在失去右手后仍能坦然面对生活的故事。"]]			
b388971bd72346049bfed816cccf9562	[["「我」为了不让朋友感到难堪，特意在大热天家着长袖衫去见朋友。"]]			
cdcfae9a10c841cba6cd1d2e7448004f	[["是因为朋友看到别人在遭遇不幸后仍能笑着面对生活，而发现白己除了失去右手还拥有很多，与那些不幸的人相比幸福多了。"]]			
81abc7cda22840cc9ec73b5592bd5abb	[["人生不可能一帆风顺，在遭遇不幸后，只有积极乐观、顽强不屈地去面对生活，才能赢得幸福的生活。"]]			
6b711a9928664344ab66898cf335fe27	[["黄雀伸长脖子想要啄食螳螂，却不知道有个人举着弹弓在树下。"]]			
c7887b91d2994a89a2f7a91bcb57b992	[["这三个家伙都极力想得到它们眼前的利益，却没有考虑它们身后有隐伏的祸患。"]]			
b9b33f060a924e6189ccdb4229819c16	[["我们在考虑问题、处理事情时，要深思熟虑、考虑事情的后果，不要只看眼前利益，而不顾后患。"]]			
1d4dda82ead34eaab9c830e9f21a4f98	[["齐国人本来就善于偷盗吗？"]]			
a8cee9bdeaac478995bd75ac692918e0	[["难道是楚国的水土让老百姓变得善于偷盗了吗？"]]			
78893337d58444129dbd5a1c4a881be4	[["我觉得晏子是一个机敏沉着、遇事从容、能言善辦的人。"]]			
0f5f977b28db4364aa7e678384d17133	[["第1自然段属于环境描写。交代背景，为下文保安驱赶父亲的原因做铺垫。"]]			
d5858582b1e544f28c52304c777c0198	[["贫穷的父来很想捡回这些空饮料瓶卖钱，但又顾忌在这样的场合下会丢女儿的面子。"]]			
7dd46050a3024a089eb483247e29f6a4	[["插叙。插入对父亲、女儿的生活经历的描写，能够突出山区学生上学的不易，从而使故事情节更加感人，同时也塑造了一个朴实、刚毅、爱护子女的农民父亲形象。"]]			
394565b53c284e12abb8e12ade49fb13	[["女儿能在人群面前叫我父亲，不嫌我贫穷，我为有这样的女儿感到骄傲。"]]			
d66314a1559047b2a9de03ba5ea933e3	[["我认为文中的女儿是一个孝顺、勤俭持家、坚强、好学的人。"]]			
04b9568a72e0481fa1f3c48c266f62ef	[["一个念头的差错 （多指引起的严重后果）。文中指小女孩由于思想上的偏差，做了错误决定，偷了书店的书。"]]			
1703f20ccf6f4fbbb740db091f79d560	[["受惊之后心神尚未平静下来，文中指小女孩在偷书被抓后，受到了惊吓，心神还没有平静下来。"]]			
fb6d00919b0140fbb5fe191f729f8963	[["一位女教师救助一个因「一念之差」而偷书的小女孩，从而改变了这个小女孩的一生。"]]			
69232e9cbb71427ab6054aade4734b93	[["第一次笑是为了减轻女孩的恐惧和愧疚感。第二次笑是为自己当初的行为改变了女孩的一生而感到欣慰。"]]			
d516ee01477e4d3daea70d1fb6fa7e4b	[["画线句表达了女孩对李老师无限的感激，女孩希望像报答母亲一样报答李老师的保护和教育之恩。"]]			